,Unnamed: 0,HCPCS Code,Description,AETNA,CIGNA,HUMANA (Current),HUMANA (2020),HUMANA (2019),UNITED,>90% Agree,>85% Agree,>55% Agree,>51% Agree,WELLCARE BINARY,AETNA BINARY,Num Insurers That Require PR,At Least One Require Prior Auth,All Require Prior Auth,ndc_code,j_code,drug_id,HCPCS Category,sub_category_id,multum_category_id,multum_category_name,sub_category_name,CPT Category,PERCENT OF SPENDING,Category,Therapeutic_area
15027,15027,90707,Mmr vaccine sc,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15028,15028,90710,Mmrv vaccine sc,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15029,15029,90713,Poliovirus ipv sc/im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
1611,1611,90714,Td vacc no presv 7 yrs+ im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.64E-05,Medications,Infectious diseases
1486,1486,90715,Tdap vaccine 7 yrs/> im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.00E-05,Medications,Infectious diseases
15030,15030,90716,Var vaccine live subq,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15031,15031,90717,Yellow fever vaccine subq,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15032,15032,90723,Dtap-hep b-ipv vaccine im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
108,108,90732,Ppsv23 vacc 2 yrs+ subq/im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.001536699,Medications,Infectious diseases
15033,15033,90733,Mpsv4 vaccine subq,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15034,15034,90734,Menacwyd/menacwycrm vacc im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15035,15035,90736,Hzv vaccine live subq,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15036,15036,90738,Inactivated je vacc im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
2007,2007,90739,Hepb vacc 2 dose adult im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,8.56E-06,Medications,Infectious diseases
3791,3791,90740,Hepb vacc 3 dose immunsup im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.23E-06,Medications,Infectious diseases
7486,7486,90743,Hepb vacc 2 dose adolesc im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,6.22E-08,Medications,Infectious diseases
8026,8026,90744,Hepb vacc 3 dose ped/adol im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,3.35E-08,Medications,Infectious diseases
1112,1112,90746,Hepb vaccine 3 dose adult im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.10E-05,Medications,Infectious diseases
4318,4318,90747,Hepb vacc 4 dose immunsup im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,7.91E-07,Medications,Infectious diseases
15037,15037,90748,Hib-hepb vaccine im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15038,15038,90749,Vaccine toxoid,A,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
15039,15039,90750,Hzv vacc recombinant im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medications,Infectious diseases
656,656,90756,Cciiv4 vacc abx free im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.00011337,Medications,Infectious diseases
1039,1039,90785,Psytx complex interactive,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.75E-05,Medical Services,
168,168,90791,Psych diagnostic evaluation,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000997822,Medical Services,
203,203,90792,Psych diag eval w/med srvcs,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000748404,Medical Services,
145,145,90832,Psytx w pt 30 minutes,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.001218874,Medical Services,
194,194,90833,Psytx w pt w e/m 30 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000814382,Medical Services,
46,46,90834,Psytx w pt 45 minutes,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.003469667,Medical Services,
309,309,90836,Psytx w pt w e/m 45 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000404886,Medical Services,
29,29,90837,Psytx w pt 60 minutes,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.006181167,Medical Services,
690,690,90838,Psytx w pt w e/m 60 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000103588,Medical Services,
1362,1362,90839,Psytx crisis initial 60 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.44E-05,Medical Services,
2769,2769,90840,Psytx crisis ea addl 30 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,3.37E-06,Medical Services,
2400,2400,90845,Psychoanalysis,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,5.10E-06,Medical Services,
1519,1519,90846,Family psytx w/o pt 50 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.89E-05,Medical Services,
535,535,90847,Family psytx w/pt 50 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.0001591,Medical Services,
7630,7630,90849,Multiple family group psytx,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,5.20E-08,Medical Services,
505,505,90853,Group psychotherapy,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000178356,Medical Services,
15040,15040,90863,Pharmacologic mgmt w/psytx,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
5354,5354,90865,Narcosynthesis,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,3.53E-07,Medical Services,
1696,1696,90867,Tcranial magn stim tx plan,K,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) medicine,1.43E-05,Medical Services,
379,379,90868,Tcranial magn stim tx deli,K,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) medicine,0.000302519,Medical Services,
1898,1898,90869,Tcran magn stim redetemine,K,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,TRUE,3,TRUE,FALSE,,,,,,,,,1) medicine,1.04E-05,Medical Services,
618,618,90870,Electroconvulsive therapy,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000124303,Medical Services,
15041,15041,90875,Psychophysiological therapy,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15042,15042,90876,Psychophysiological therapy,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
3555,3555,90880,Hypnotherapy,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.52E-06,Medical Services,
15043,15043,90882,Environmental manipulation,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15044,15044,90885,Psy evaluation of records,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15045,15045,90887,Consultation with family,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15046,15046,90889,Preparation of report,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
8885,8885,90899,Psychiatric service/therapy,A,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) medicine,6.50E-09,Medical Services,
2148,2148,90901,Biofeedback train any meth,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,7.07E-06,Medical Services,
15047,15047,90912,Bfb training 1st 15 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15048,15048,90913,Bfb training ea addl 15 min,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
216,216,90935,Hemodialysis one evaluation,K,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,TRUE,1,FALSE,FALSE,,,,,,,,,1) medicine,0.000695712,Medical Services,
1026,1026,90937,Hemodialysis repeated eval,K,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,TRUE,1,FALSE,FALSE,,,,,,,,,1) medicine,4.91E-05,Medical Services,
15049,15049,90940,Hemodialysis access study,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
625,625,90945,Dialysis one evaluation,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000122278,Medical Services,
1756,1756,90947,Dialysis repeated eval,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.30E-05,Medical Services,
6624,6624,90951,Esrd serv 4 visits p mo <2yr,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.35E-07,Medical Services,
15050,15050,90952,Esrd serv 2-3 vsts p mo <2yr,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15051,15051,90953,Esrd serv 1 visit p mo <2yrs,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
2491,2491,90954,Esrd serv 4 vsts p mo 2-11,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.65E-06,Medical Services,
5718,5718,90955,Esrd srv 2-3 vsts p mo 2-11,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.66E-07,Medical Services,
5139,5139,90956,Esrd srv 1 visit p mo 2-11,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.15E-07,Medical Services,
1928,1928,90957,Esrd srv 4 vsts p mo 12-19,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,9.80E-06,Medical Services,
3456,3456,90958,Esrd srv 2-3 vsts p mo 12-19,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.70E-06,Medical Services,
4143,4143,90959,Esrd serv 1 vst p mo 12-19,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,9.23E-07,Medical Services,
31,31,90960,Esrd srv 4 visits p mo 20+,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.005630071,Medical Services,
106,106,90961,Esrd srv 2-3 vsts p mo 20+,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.00154811,Medical Services,
338,338,90962,Esrd serv 1 visit p mo 20+,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.00035916,Medical Services,
3773,3773,90963,Esrd home pt serv p mo <2yrs,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.24E-06,Medical Services,
2572,2572,90964,Esrd home pt serv p mo 2-11,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.18E-06,Medical Services,
2313,2313,90965,Esrd home pt serv p mo 12-19,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,5.64E-06,Medical Services,
201,201,90966,Esrd home pt serv p mo 20+,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000780142,Medical Services,
6354,6354,90967,Esrd svc pr day pt <2,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.65E-07,Medical Services,
4690,4690,90968,Esrd svc pr day pt 2-11,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,5.75E-07,Medical Services,
4719,4719,90969,Esrd svc pr day pt 12-19,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,5.64E-07,Medical Services,
880,880,90970,Esrd svc pr day pt 20+,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,6.59E-05,Medical Services,
1342,1342,90989,Dialysis training complete,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.52E-05,Medical Services,
5851,5851,90993,Dialysis training incompl,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.41E-07,Medical Services,
8196,8196,90997,Hemoperfusion,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.61E-08,Medical Services,
3303,3303,90999,Dialysis procedure,K,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,TRUE,1,FALSE,FALSE,,,,,,,,,1) medicine,1.96E-06,Medical Services,
1338,1338,91010,Esophagus motility study,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.55E-05,Medical Services,
8406,8406,91013,Esophgl motil w/stim/perfus,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.88E-08,Medical Services,
6318,6318,91020,Gastric motility studies,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.69E-07,Medical Services,
8676,8676,91022,Duodenal motility study,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.17E-08,Medical Services,
8816,8816,91030,Acid perfusion of esophagus,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,8.23E-09,Medical Services,
2346,2346,91034,Gastroesophageal reflux test,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,5.42E-06,Medical Services,
1515,1515,91035,G-esoph reflx tst w/electrod,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.90E-05,Medical Services,
1996,1996,91037,Esoph imped function test,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,8.67E-06,Medical Services,
2170,2170,91038,Esoph imped funct test > 1hr,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,6.84E-06,Medical Services,
3766,3766,91040,Esoph balloon distension tst,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.25E-06,Medical Services,
1529,1529,91065,Breath hydrogen/methane test,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.86E-05,Medical Services,
389,389,91110,Gi tract capsule endoscopy,A,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,FALSE,2,TRUE,FALSE,,,,,,,,,1) medicine,0.000282142,Medical Services,
5490,5490,91111,Esophageal capsule endoscopy,A,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,TRUE,FALSE,2,TRUE,FALSE,,,,,,,,,1) medicine,3.16E-07,Medical Services,
1748,1748,91112,Gi wireless capsule measure,A,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) medicine,1.31E-05,Medical Services,
8542,8542,91117,Colon motility 6 hr study,A,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,1,FALSE,FALSE,,,,,,,,,1) medicine,1.55E-08,Medical Services,
1259,1259,91120,Rectal sensation test,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.99E-05,Medical Services,
1117,1117,91122,Anal pressure record,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.06E-05,Medical Services,
7031,7031,91132,Electrogastrography,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,9.55E-08,Medical Services,
7451,7451,91133,Electrogastrography w/test,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,6.43E-08,Medical Services,
1740,1740,91200,Liver elastography,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.33E-05,Medical Services,
5097,5097,91299,Gastroenterology procedure,A,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,FALSE,1,FALSE,FALSE,,,,,,,,,1) medicine,4.27E-07,Medical Services,
15052,15052,91300,Sarscov2 vac 30mcg/0.3ml im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15053,15053,91301,Sarscov2 vac 100mcg/0.5ml im,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
544,544,92002,Eye exam new patient,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000156291,Medical Services,
53,53,92004,Eye exam new patient,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.00292072,Medical Services,
34,34,92012,Eye exam establish patient,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.005231249,Medical Services,
9,9,92014,Eye exam&tx estab pt 1/>vst,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.013970822,Medical Services,
15054,15054,92015,Determine refractive state,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
3710,3710,92018,New eye exam & treatment,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.30E-06,Medical Services,
6352,6352,92019,Eye exam & treatment,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.65E-07,Medical Services,
445,445,92020,Special eye evaluation,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000222477,Medical Services,
794,794,92025,Corneal topography,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,8.03E-05,Medical Services,
847,847,92060,Special eye evaluation,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,7.03E-05,Medical Services,
1627,1627,92065,Orthoptic/pleoptic training,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.60E-05,Medical Services,
1536,1536,92071,Contact lens fitting for tx,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.84E-05,Medical Services,
2940,2940,92072,Fit contac lens for managmnt,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.80E-06,Medical Services,
1324,1324,92081,Visual field examination(s),A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.63E-05,Medical Services,
1015,1015,92082,Visual field examination(s),A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,4.99E-05,Medical Services,
95,95,92083,Visual field examination(s),A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.001675239,Medical Services,
1373,1373,92100,Serial tonometry exam(s),A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.41E-05,Medical Services,
1746,1746,92132,Cmptr ophth dx img ant segmt,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,1.31E-05,Medical Services,
182,182,92133,Cmptr ophth img optic nerve,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.000879489,Medical Services,
57,57,92134,Cptr ophth dx img post segmt,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.002640991,Medical Services,
195,195,92136,Ophthalmic biometry,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,0.00081387,Medical Services,
2190,2190,92145,Corneal hysteresis deter,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,6.64E-06,Medical Services,
15055,15055,92201,Opscpy extnd rta draw uni/bi,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
15056,15056,92202,Opscpy extnd on/mac draw,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,,Medical Services,
6024,6024,92227,Img rta detcj/mntr ds staff,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.12E-07,Medical Services,
6019,6019,92228,Img rta detc/mntr ds phy/qhp,A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,0,FALSE,FALSE,,,,,,,,,1) medicine,2.13E-07,Medical Services,
